race100m,longjump,shotput,highjump,race400m,race110mhurdles,discus,polevault,javelinthrow,race1500m
11.15,6.64,10.5,1.94,50.85,15.35,33.98,4.2,51.16,277.38
11.69,6.63,12.7,2.01,53.53,15.19,32.94,4.3,59.64,297.42
11.29,6.87,12.67,1.92,52,15.56,35.36,4.2,45.48,279.25
11.57,7.19,10.27,1.91,50.71,16.2,34.36,4.1,54.94,269.98
11.54,6.89,13.04,1.83,51.81,15.55,42.1,4.4,41.66,286.59
11.59,7.09,13.9,1.89,53.26,15.04,39.32,4,50.82,304.75
11.8,6.78,13.86,1.8,53.64,15.64,43.28,3.9,57.82,283.92
11.07,7.15,13.33,1.95,53.08,15.82,37.58,4.1,51.08,315.52
11.64,6.66,13.35,1.93,53.9,16.25,45,3.8,65.74,306.64
11.48,7.12,12,1.92,51.54,15.23,37.36,4,49.52,293.51
11.31,7.26,11.24,1.95,51.12,15.71,38.6,4.3,51.22,322.53
11.45,6.75,12.34,1.89,51.64,15.79,39.5,3.8,56.3,284.37
11.24,6.43,12.9,1.88,53.24,16.01,45.16,4.2,50.2,291.11
11.42,6.97,13.15,1.89,51.66,16.01,37.54,3.8,53.12,284.04
11.41,7,12.46,1.98,52.79,15.76,38.16,4.2,46.22,292.57
11.68,6.7,12.38,1.93,52.05,15.16,37.8,4.5,40.8,281.42
12.03,6.25,13.36,1.78,50.48,15.33,42.94,4.1,47.98,269.2
11.79,6.62,16.67,1.98,54.89,16.31,52.72,3.4,49.2,309.8
11.31,6.53,11.07,1.77,50.23,15.1,33.66,4.2,53.38,274.76
11.57,6.95,12.51,1.98,53.54,16.09,35.2,4.2,50.18,280.5
12.04,6.18,13.98,1.92,55.46,15.9,43.82,4.5,61.28,303.9
11.46,6.57,13.87,1.85,52.64,14.82,34.38,3.9,51.86,283.71
11.22,6.17,12.56,1.81,50.48,15.6,41.3,4,54.8,293.98
11.27,7.05,10.94,1.92,50.43,16.35,33.9,3.8,50.94,269.66
11.29,6.85,12.24,1.94,50.3,15.91,34.02,3.7,47.3,273.81
11.3,6.89,10.77,2.01,51.07,15.08,34.52,4.2,40.54,289.28
11.99,7.09,12.47,2.03,53.4,15.31,39.92,3.8,58.98,319.17
11.48,6.76,12.51,1.86,52.29,15.71,34.58,4.1,54.76,282.52
11.44,6.5,11.21,1.83,51.5,16.3,37.34,4.4,50.72,266.09
11.52,6.91,12.94,1.75,51.62,15.46,39.4,4.2,49.84,294.82
11.89,6.83,12.46,1.89,54.4,15.59,39.16,4.6,52.06,297.38
11.49,6.54,13.51,1.91,53.2,15.72,44.78,3.4,56.68,294.23
11.59,6.45,12.88,1.94,51.3,15.77,35.03,4.2,44.86,272.84
11.72,6.66,13.04,1.85,52.26,15.19,39.18,3.9,50.86,285.65
10.79,7.59,14.44,2.04,49.59,14.38,46.04,5.15,67.36,271.47
10.68,7.77,14.06,2.11,47.83,14.03,43.28,4.9,52.36,263.49
11.24,7.63,15.08,2.17,48.88,14.89,43.82,4.5,63.8,263.16
10.96,7.52,14.25,2.07,48.44,14.64,44.24,4.4,68.4,266.81
10.95,7.48,14.79,1.98,48.56,14.87,46.48,4.7,65.66,269.19
11.14,7.65,15.58,2.05,50.36,14.37,50.04,4.6,65.02,293.6
10.61,7.68,14.24,2.13,49.11,14.57,42.7,4.65,60.16,288.35
11,7.38,15.57,1.97,50.15,14.93,46.78,5.2,58.42,279.69
11,7.7,13.92,1.96,49.18,14.76,44.68,4.8,56.46,257.32
11.36,7.15,12.79,2.01,48.09,14.4,43.34,5.3,56.54,257.16
10.98,7.59,13.02,2.01,49.77,14.35,45.66,4.8,66.92,286.4
10.69,7.22,15.78,2.07,52.09,15,49.94,4.95,67.42,316.86
11.2,7.06,16.24,1.96,48.59,14.76,52.98,4.4,55.44,264.51
11.12,6.82,15.6,1.93,48.75,14.76,45.9,4.8,60.32,259.1
11.52,6.9,13.81,2.1,48.86,14.73,45.26,4.8,61,255.57
10.95,7.09,15.27,2.02,49.91,14.4,45.82,4.9,60.82,289.43
11.51,7.16,14.12,1.96,50.58,14.75,44.66,5.1,64.8,261.12
11.03,7.54,13.55,2.05,48.25,14.89,38.36,4.8,59.04,266.59
10.87,7.56,15.28,1.89,49.8,14.73,44.8,4.4,66.06,280.67
11.1,7.53,15.13,2,49.91,14.84,47.76,4.5,57.04,276.3
10.95,7.15,14.93,2.04,50.6,14.76,42.88,5,54.36,270.74
10.84,7.22,13.21,2.07,48.54,14.75,40.22,4.6,63.88,276.67
11.09,7.81,15.08,2.23,51.9,15.59,48.3,4.7,58.14,313.72
10.9,7.37,15.24,2.01,50.7,15.19,40.64,4.95,63.84,286.15
11.44,7.02,15.04,2.03,50.05,15.1,48.22,4.9,56.04,266.68
11.5,7.23,14.52,2.01,49.8,15.19,42.36,4.6,66.48,258.35
11.29,6.81,14.82,1.98,49.18,14.48,44.1,4.8,63.58,275.1
10.81,7.18,13.3,2.03,47.55,14.88,42.38,4.2,61.84,265.86
11.08,7.12,14.36,1.98,49.2,14.71,35.62,4.95,56.08,249.16
10.93,7.17,14.62,2,47.86,14.37,42.58,4.4,55.68,273.19
11.17,7,15.02,2.02,48.97,14.25,45.3,4.4,61.08,281.19
11.43,7.18,16.18,2.05,51.94,15.28,48.9,4.9,63.04,293.96
11.02,7,14.34,1.92,48.2,14.6,45.22,4.55,61.88,275.41
11.16,7.26,14.94,2.02,49.88,14.67,44.04,4.8,55,290.38
10.83,6.91,13.72,2.01,49.5,14.72,45.02,4.6,52.4,265.24
11.03,7.25,14.63,1.98,49.3,14.67,40.92,4.9,51.2,276.18
11.07,7.45,15.99,2.07,52.62,14.52,45.1,4.6,62.18,317.53
10.83,7.93,13.04,1.96,50.46,14.38,42.88,4.3,54.64,279.37
10.98,7.48,13.98,1.94,48.74,14.94,42.56,4.7,55.46,284.22
10.94,7.5,13.1,2.09,49.04,14.51,40.8,4.8,60.08,320.94
11.27,7.43,14.34,2.02,51.3,14.8,38.8,4.6,58.42,264.19
11.19,7.69,12.87,2.07,50.85,14.23,39.2,4.7,52.8,276.71
11.07,7.36,14.08,2.08,49.6,14.87,39.84,4.6,52.88,276.29
11.16,7.1,14.2,1.99,49.39,15.97,48.34,4.5,53.94,259.55
10.8,7.86,13.85,1.85,49.68,15.72,41.72,4.6,63,285.5
11.17,6.93,13.17,1.98,48.85,14.45,43.44,4.2,60.6,262.12
11.12,7.31,13.71,1.98,49.56,15.65,42.78,4.9,54.62,272.3
11.36,6.9,14.14,2.04,50.12,14.75,48.4,4.4,61.16,289.07
11.17,6.82,14.88,1.86,49.39,14.48,41.66,4.4,63,267.29
11.41,7.15,15.37,1.99,52.16,15.15,45.52,4.5,59.44,273.99
11.33,7.22,13.12,2.08,49.34,15.68,36.94,4.9,53.62,259.66
10.94,7.39,14.06,2.04,49.35,15.48,42.42,4.6,62.3,312.23
11.22,7.44,12.63,1.96,49.23,14.76,41.28,4.7,51.72,270.16
11.46,6.8,16.94,2.01,51.16,14.75,43.6,4.75,53,287.28
10.92,7.13,14.65,1.94,50.02,14.43,41.92,4.4,55.54,284.99
11.12,7.32,15.16,1.88,50.22,15.53,45.88,4.3,58.26,274.1
11.04,7.18,13.45,1.98,47.97,14.95,38.46,5,54.86,298.81
11.21,6.98,14.65,1.95,50.77,14.98,47.06,4.8,56.22,292.29
11.01,6.87,12.36,1.95,50.01,14.63,44.82,5.05,52.44,281.33
11.06,6.84,12.41,2.01,49.44,14.63,43.94,4.6,59.52,285.1
11,7.23,13.82,2.03,50.33,14.66,42.7,4.3,52.04,276.52
11.19,7.14,14.21,2.06,53.11,14.87,44.34,4.5,59.66,284.35
11.32,7.18,12.83,2.02,49.48,15.54,43.14,4.8,50.86,269
11.18,6.53,14.05,1.89,49.59,15,41.6,4.1,75.84,275.05
11.17,7.16,14.46,1.95,49.45,15.45,41.56,4,60.8,263.64
11.21,7.09,14.32,2,49.07,15.04,41.74,4.2,54.66,270.37
11.17,7.25,14.23,1.97,49.36,15.33,42.14,4.4,49.26,263.92
10.85,7.36,13.37,1.99,49.97,14.84,42.86,4.4,56.22,300.49
11.45,7.24,14.78,1.96,51.8,15.92,48.04,5,57.86,301.78
11.33,7.04,13.27,2.12,50.94,15.48,40.34,4.5,57.04,269.6
11.38,6.93,13.44,1.98,50.9,14.93,48.86,4.4,54.08,272.45
11.38,6.84,13.06,1.93,48.94,15.01,35.58,5,58.08,266.65
11.52,7.01,15.12,1.92,52.01,15.32,48.34,4.2,65.68,280.35
10.93,7.08,13.38,1.92,47.81,14.56,41.04,4.4,56.68,297.1
11.14,7.21,12.51,1.86,50.31,14.83,42.02,4.6,55.88,264.92
11.1,6.93,12.97,1.98,50.24,14.76,37.78,5,55.68,283.83
10.81,6.82,14.58,1.93,50.68,14.97,45.7,4.6,51.96,290.47
11.52,7.21,13.05,2.1,50.66,14.93,41.1,4.75,50.98,282.79
11.29,6.85,12.02,2.05,48.81,14.46,39.7,4.4,56.14,273.86
11.09,7.27,11.31,1.91,47.05,14.81,35.08,4.5,55.84,267.96
11.2,7.54,13.11,1.94,49.24,15.36,36.12,4.8,49.78,272.51
11.31,6.9,15.73,1.81,48.78,14.83,46.18,4.2,52.42,276.07
11.01,6.81,12.52,1.93,49.11,14.95,43.78,4.3,54.68,266.64
11.23,7.3,12.43,2.02,50.02,16.3,41.2,4.7,55.46,270.57
10.97,7.03,14.66,1.97,51.83,15.6,44.46,4.5,59.82,299.68
11.26,7.25,13.37,1.95,50.17,14.88,38.92,4.95,51.7,292.5
11.54,6.96,14.22,1.95,51.62,14.95,48.58,4.6,55.36,292.57
11.58,7.07,14.25,2.17,50.82,15.1,43.16,4.5,51.08,299.17
11.17,7.37,13.29,1.95,50.19,15.27,40.54,4.6,51.34,280.84
10.99,7.31,13.27,2.04,51.87,14.66,41.24,4.6,48.74,294.13
11.41,7.09,12.9,2,49.84,14.92,40.56,4.1,58.7,269.68
11.53,6.95,13.92,1.96,50.51,15.54,45.98,4.3,58.94,276.17
11.08,7.11,12.93,1.86,49.13,14.99,38.46,4.7,52.22,272.94
11.38,6.87,14.95,2.07,50.84,15.34,43.38,4.2,55.48,285.38
11.11,7.39,13.5,1.96,49.54,15.62,39.18,4.6,51.48,286.57
11.08,7.49,12.97,1.93,49.6,15.17,36.26,4.2,47.58,254.46
10.87,6.84,13.12,2.04,49.36,14.88,38.46,4.6,50.84,294.32
11.25,6.82,13.92,1.99,50.11,15.61,43.58,4.4,56.38,282.13
11.84,7.06,14.01,1.97,51.9,15.27,43.98,4.3,58.64,265.85
11.3,7.21,12.84,1.99,50.19,16.13,36.12,4.6,55.4,260.31
11.47,6.8,15.09,2.08,51.28,15.09,43.04,3.7,56.78,271.42
11.17,6.59,14.65,1.83,49.03,14.67,49.18,4.4,50.24,294.37
11.56,7.17,13.56,1.98,53.27,14.82,40.54,4.2,63.94,274.85
11.02,7.06,11.47,2.05,49.43,15.7,39.46,4.63,48.76,270.77
11.01,7.39,11.98,1.97,49.81,14.73,35.34,4.9,51.48,299.17
11.49,6.8,12.89,1.99,49.83,15.01,38.64,4.9,50.08,273.1
11.24,7.09,12.57,2,49.44,14.35,34.6,4.5,50.14,275.3
11.85,6.77,14,2,49.96,15.25,44.78,4.4,54.76,274.95
11.32,7.16,12.21,1.98,49.75,14.97,37.68,4.2,51.98,256.6
11.28,6.97,13.67,1.79,49.22,15.29,44.94,4.4,47.42,258.97
11.75,6.55,13.47,2.1,51.89,14.97,38.6,4.6,63.7,283.88
11.33,7.25,12.04,1.97,49.75,15.39,38.24,4.6,50.88,267.16
11.21,6.73,13.79,2,49.69,14.93,41.42,4.4,48.82,279.25
11.47,7.03,13.16,1.88,50.21,15.15,43.3,4.6,57.08,285.92
10.76,7.24,10.83,2.01,47.9,14.83,33.12,4,50.42,263.28
11.03,6.89,11.16,2.02,48.42,14.97,34.22,4.3,54.54,265.03
11.23,7.04,13.34,1.9,50.73,15.03,41.38,4.25,57.26,276.81
10.63,7.46,13.97,1.88,49.08,14.73,41.3,3.6,52.7,296.85
11.33,7.3,12.76,1.98,50.43,15.05,42.36,4.2,60.18,300.3
10.76,6.66,13.58,2.04,50.06,15.14,38.66,4.2,50.36,277.6
11.37,7.18,12.29,1.94,50.58,14.85,37.26,5,47.8,279.53
11.03,6.95,14.68,2.05,51.07,15.3,41.48,4.2,52.14,296.96
11.12,7.16,14.13,1.86,52.34,14.73,44.1,4.5,61.28,317.44
11.49,6.69,12.57,2.04,50.77,15.28,35.48,4.4,61.78,264.87
10.95,6.8,12.72,2.06,48.89,15.78,36.22,4.5,48.02,271.69
11.27,7.08,13.51,1.85,50.4,15.2,43.72,4.3,56.38,283.43
10.97,6.64,13.38,1.88,49.24,15.38,41.82,4.5,55.9,287.31
11.46,7.03,12.13,1.87,50.85,16.47,43.2,4.7,61.26,268.12
11.12,6.94,14.3,1.94,51.41,15.03,37.4,4.4,52.44,278.25
11.19,6.77,13.27,2.01,49.9,14.67,41.04,4.1,53.4,288.24
11.07,7.01,13.31,1.87,50.41,15.74,41.12,4.1,57.76,268.3
11.7,6.9,12.24,1.99,50.69,15.33,36.16,4.9,57.46,276.04
11.65,7.05,13.53,1.94,50.76,15.21,40.48,4.4,56.18,277.94
11.6,6.5,13.63,1.96,51.65,15.27,41.28,4.4,60.64,269.33
11.28,7.06,15.38,1.83,51.01,14.97,43.78,4.6,53.32,312.92
10.95,6.93,13.01,1.94,50.3,15.37,40.2,4.4,55.42,291.28
11.22,7.4,12.94,2.01,51.31,14.79,38.58,4.4,52.76,302.5
11.09,6.8,13.3,1.99,49.03,16.32,40.34,4.2,50.32,265.24
11.07,7.04,12.72,1.95,50.55,14.9,38.46,4.25,48.76,270.96
11.3,7.08,14.69,2.08,51.59,14.66,43.08,4.3,48.6,320.8
11.31,7.3,11.3,1.99,50.34,16.12,36.98,5.2,48.34,283.8
10.88,7.63,13.73,1.91,51.36,15.05,40.14,3.7,55.24,293.66
11.53,6.78,13.85,1.92,50.98,15.36,38.4,4.4,57.24,268.81
11.28,6.76,13.47,2.1,50.21,15.42,37.02,3.8,52.02,260.53
10.99,7.15,12.86,1.91,48.54,14.79,39.32,3.6,58.18,290.98
11.02,7.36,13.85,2,48.57,15.25,38.16,3.7,44.6,281.2
11.61,6.47,12.38,2,49.46,15.39,36.12,4.8,58.64,282.09
11.8,6.84,13.73,1.94,51.47,15.28,43.02,4.7,52.62,285.17
11.11,6.81,12.6,1.95,49.69,15.44,36.26,4.2,52.06,261.84
11.36,6.94,12.72,1.94,50,14.62,35.74,3.9,56.3,266.51
11.1,7.16,13.36,1.96,51.28,15.21,42.76,4.15,54.88,303.3
11.42,6.77,13.13,1.95,50.14,15.16,43.18,3.9,58.16,280.37
11.52,6.64,14.53,1.85,52.36,15.75,45.32,4.3,63.34,282.52
11.62,7.16,15.05,1.93,50.76,15,44.1,4.2,55.7,316.93
11.35,6.82,13.58,1.94,50.18,15.12,39.7,4.2,47.2,266.29
11.42,7.56,13.28,1.93,51.19,15.26,36.02,4.5,56.52,303.25
11.43,6.85,12.93,1.89,50.17,14.89,37.48,4.1,55.2,264.02
11.11,6.44,14.15,1.97,49.39,15.28,39.98,4.1,47.18,270.21
11.38,7.08,11.59,1.99,49.94,14.9,37.84,4.4,50.04,279.59
10.91,6.9,11.96,2.01,49.18,15.1,36.9,4.4,46.02,285.69
11.53,7.17,14.09,1.97,53.03,15.13,38.62,4.3,60.92,298.67
11.38,7.2,14.77,1.86,53.62,16.21,46.56,4.2,55.06,279.07
11.06,6.93,13.47,1.89,51.15,15.42,40.44,4.27,54.86,286.36
11.63,6.95,11.97,2.01,50.64,15.17,35.8,4.8,46.88,270.24
11.27,6.87,11.9,1.86,50.39,15.61,38.86,4.5,68.32,298.3
11.17,7.37,11.6,1.85,50.61,15.24,37.74,4.2,56.32,276.85
11.19,7.03,11.79,1.97,49.85,15.92,37.84,4.2,59.14,282.37
11.53,7.01,11.24,2.08,50.8,15.31,36.9,4.2,56.96,277.21
11.52,7.37,12.1,2.07,53.9,15.79,37.6,4.7,49.7,277.17
11.22,6.82,13.05,1.88,49.78,15.24,36.48,4.1,51.36,260.6
11.52,7.03,13.28,1.91,50.61,15.81,40.12,4.4,44.72,258.5
11.16,7.25,11.78,1.89,48.7,15.27,34.44,4.2,52.76,276.64
11.18,6.43,13.55,1.73,48.53,15.59,40.88,4.3,52.86,262.98
11.41,6.69,10.36,2.01,49,15.46,36.92,4.35,52.96,261.21
11.59,6.68,14.27,1.86,50.11,14.71,45.66,3.8,52.94,281.48
11.46,6.89,12.19,1.87,50.46,15.01,38.48,4.3,62.62,288.5
11.35,6.98,11.16,1.98,51.21,15.04,35.86,4.74,51,279.73
11.25,7.27,12.01,1.95,50.36,14.91,36.78,4.3,51.06,290.51
11.65,6.9,14.13,1.91,51.83,15.68,41.7,4.3,58.3,286.42
11.11,6.99,11.31,2.06,49.35,16.24,33.22,4.2,56.1,274.17
11.36,6.91,13.06,2.01,50.73,15.59,39.58,4.41,51.52,293.38
11.41,6.89,12.87,1.96,48.75,15.63,40.3,4.3,44.46,276.16
11.48,6.63,12.67,1.92,50.78,15.15,38.1,4.5,55.04,278.04
11.24,7.13,14.42,1.91,51.34,15.34,46,3.9,49.48,299.23
11.61,6.9,14.94,1.9,49.63,15.96,39.46,3.8,52,263.38
11.02,6.89,13.5,2.09,48.95,15.84,32.9,3.4,58.5,281.19
11.27,6.69,12.06,1.88,49.93,15.35,35.72,4.7,48.9,266.75
11.24,7.13,12.44,1.83,50.81,15.46,37.7,4.45,50.8,272.26
11.2,6.65,11.61,2.04,50.18,15.03,35.5,4.3,46.46,266.93
11.48,6.71,12.6,1.9,51.86,15.58,39.8,4.5,59.8,281.71
11.5,6.79,13.55,1.9,52.41,16.08,44.78,4.4,54.76,280.13
11.57,7.37,11.55,2.03,52.22,15.39,34.8,4.2,51.52,264.92
11.53,6.56,13.65,1.91,49.06,15.44,40.74,3,60.5,252.2
11.13,6.43,13.47,1.78,51.49,15.2,47.36,4.57,57,309.55
11.34,6.49,13.42,1.95,52.53,15.32,47.86,4.3,49.58,288.04
11.22,6.77,13.23,1.95,52.01,15.06,35.48,4.2,61.18,292.98
11.29,7.16,11.31,1.97,49.57,15.38,38.78,4.1,50.68,283.78
11.44,6.77,12.4,1.92,51.88,16.15,40.66,4.3,66,288.7
10.82,6.53,12.38,1.95,50.14,15.62,42.32,4.1,49.2,283.65
10.93,7.12,12.36,2.04,51.1,14.61,37.54,4.3,51.16,331.2
10.98,7.02,11.48,1.85,49.07,14.89,32.02,4.2,54.52,280.04
11.39,6.52,13.2,1.8,49.39,14.93,41.96,4.2,52.06,280.2
11.61,6.95,11.21,2.12,51.1,15.54,32.52,4.3,57.54,279.88
11.43,6.98,12.84,1.94,51.13,15.38,37.72,4.6,44.94,280.04
11.2,7.08,12.19,1.97,49.92,15.07,37.92,4,50.08,291.11
11.47,6.55,13.27,1.92,51.96,16.03,39.92,4.5,52.9,269.3
11.87,6.92,13.66,1.93,52.65,16.02,40.08,4.5,55.32,277.66
11.49,6.8,12.35,2.06,48.93,15.19,36.4,3.7,43.04,258.46
11.51,6.91,13.24,1.84,52.2,14.95,43.14,4.2,49.3,277.67
11.42,6.75,12.63,1.89,50.75,15.2,37.18,4.3,57.28,286.04
11.82,6.38,13.7,1.94,51.54,16.03,38.32,4.6,60.48,281.35
11.51,6.62,10.83,2.04,49.4,16.17,41.88,4.25,50.06,271.85
11.17,6.93,13.58,1.92,50.31,15.33,44.1,4,52.12,316.2
11.56,6.58,12.78,1.92,51.26,16.28,38.14,4.6,57.5,277.74
11.94,6.78,11.8,2.03,51.57,16.01,34.64,4.6,58.22,272.47
11.11,6.78,13.4,2.02,51.99,16.24,39.66,3.9,58.34,291.88
11.17,6.44,12.95,1.87,50.2,15.49,41.58,4.2,47.2,270.92
11.36,6.98,12.71,2.02,50.17,15.68,34.22,4.42,45.28,282.38
11.21,6.88,13.37,2.03,50.52,15.71,34.62,4.2,53.26,299.03
11.11,7.24,12.21,2.07,51.19,15.22,36.04,3.9,43.76,283.6
11.4,6.57,13.33,2.13,51.91,15.74,44.86,4.24,44.78,301.22
11.6,6.67,12.97,1.94,51.12,15.63,37.98,4.2,53.98,271.09
11.49,7.02,12.03,1.94,51.66,15.75,38.3,4.5,49.36,278.59
11.65,6.96,12.55,2.06,53.31,16.05,40.32,4.3,58.26,295.88
11.32,6.89,12.88,1.89,51.55,15.92,41.24,4.47,44.68,276.62
11.45,6.81,13.15,1.9,50.87,15.93,45.84,4,53.94,293.43
11.25,7.02,13.6,1.85,53.41,14.89,42.78,4.2,58.62,320.52
11.57,6.46,11.96,1.91,51.49,15.67,36.64,4.7,53.86,269.67
11.62,6.88,12.91,1.9,52.7,15.14,39.56,4.4,49.94,279.04
11.27,6.81,11.88,1.89,51.19,15.35,36.72,4.75,50.66,292.63
11.19,6.82,12.48,1.88,49.57,15.31,38.16,4.2,51.44,293.56
11.7,6.84,12.6,1.79,52.4,15.03,36.4,4.5,64.1,289.52
11.59,6.88,12.91,1.88,53.33,16.06,38.48,4.7,60.64,292.51
11.47,6.88,12.62,2.06,51.13,16,37.84,3.9,49.14,269.89
11.17,6.96,12.25,1.88,49.61,15.37,36.44,3.7,50.84,267.99
11.36,6.82,12.44,1.86,52.09,15.31,39.04,4.3,52.14,277.23
11.38,6.69,13.39,1.94,52.65,15.77,40.74,4.6,45.32,283.95
11.36,6.27,11.81,1.85,49.65,15.15,34.2,4.4,51.58,259.5
11.55,6.81,11.35,1.89,49.74,16,36.66,3.9,56.02,254.02
11.5,6.81,13.45,1.85,49.9,15.55,39.24,4.3,50.6,290.56
11.54,7.04,14.75,1.9,52.77,17.07,45.92,4.2,53.86,296.28
11.45,6.9,10,2.04,49.76,15.15,33.42,4.25,44.52,264.35
11.29,7.08,12.25,2.03,51.3,15.92,35.76,4,47.62,275.12
11.37,6.46,12.43,1.83,51.25,15.75,38.88,4.4,53.44,268.57
11.16,7.11,12.07,1.91,49.05,15.21,35.84,4.1,42.14,283.9
11.27,6.55,13.88,1.81,52.39,15.55,40.64,4.55,52.14,292.23
11.68,7.02,11.88,1.92,50.88,15.39,36.88,4.3,48.96,273.89
11.51,6.42,12,1.86,51.21,15.38,36.34,4.6,52.3,268.69
11.33,6.57,14.59,1.92,50.34,15.5,38.86,4.64,41.9,304.78
11.61,6.46,13.46,1.8,51.03,15.79,43.86,4.2,51.26,270.15
11.21,6.92,12.14,1.9,50.59,15.13,37.62,3.8,48.1,272.03
11.4,6.88,12.97,1.88,51.77,16.06,37.2,4.2,52.76,271.29
11.59,6.81,11.28,2.11,53.22,15.75,34.34,4.9,54.48,304.51
11.68,6.75,12.84,1.75,50.31,15.38,38.78,4.2,52.8,266.84
11.41,6.91,13,1.97,51.36,15.79,36.04,4.2,42.88,266.93
11.22,6.97,13.94,1.93,52.25,15.02,37.18,4,57.32,318.97
11.54,6.93,11.21,1.98,51.45,15.91,34.34,4.6,51.54,279.02
11.69,6.93,14.15,1.83,52.89,15.59,39.62,4.5,53.26,294.34
11.3,6.54,11.81,2.02,52.63,16.53,38.88,4.63,52.4,283.97
11.43,6.32,13.79,1.88,51.68,15.26,42.4,4.6,46.02,296.72
11.73,6.75,14.49,1.93,53.15,15.64,41.4,4.2,50.3,286.93
11.6,6.44,12.87,1.86,50.35,15.51,41.32,4.2,51.62,279.95
11.42,6.92,12.6,1.83,50.67,15.49,39.36,4,52.84,283.54
11.35,6.93,12.2,1.85,51.19,16.03,37.62,4.4,48.2,273.58
11.61,6.52,12.72,1.82,52.71,15.78,41.72,4.5,54.54,278.45
11.45,6.45,13.13,1.9,51.43,15.72,42.94,4.2,53.6,295.13
11.32,6.7,11.2,1.86,50.22,15.03,37.32,4.6,43.08,281.25
11.27,7.21,12.95,1.8,52.58,16.14,36.98,3.8,57.8,271.43
11.83,6.76,13.02,1.88,51.74,15.81,35.14,4.3,60.94,283.45
11.05,7.15,10.58,1.95,48.85,15.43,37.18,3.44,53.06,289.77
11.9,6.58,12.9,1.93,53.29,15.63,41.4,4,59.76,277.44
11.55,6.92,12.16,2,51.01,16.03,37.68,4.1,46.72,275.12
11.14,7.18,13.82,1.95,51.62,15.72,38.6,3.7,47.46,297.54
11.33,6.87,11.5,2.01,52.82,15.66,37.1,4.2,52.82,288.3
11.9,6.22,12.06,1.83,52.11,16.05,44.72,4.6,54.64,271.56
11.2,6.95,11.07,1.98,52.46,15.38,33.72,4.3,47.88,277.34
11.41,6.95,13.97,1.86,51.7,16.58,40.6,4,52.66,286.21
11.26,6.87,11.56,1.86,50.42,14.72,31.34,4.2,46.34,272.83
10.94,7.47,11.98,1.95,51.34,16.67,36.91,4.1,47.6,297.98
11,6.94,10.6,2.02,51.7,15.09,28.78,4.3,50.56,288.7
11.71,6.51,12.55,2.05,50.85,15.95,36.9,3.2,58.76,261.32
11.57,7.01,11.12,1.94,51.63,16.69,33.04,5,52.58,290.76
11.3,6.72,12.28,1.77,52.09,15.32,40.54,4.1,53.8,282.99
11.87,6.87,12.6,2,51.77,16.03,37.7,4.3,49.18,283.15
11.26,7.24,10.55,2,51.06,15.53,32.7,4.6,45.3,301.95
10.86,6.79,12.35,1.93,49.96,15.44,35.34,3.8,45.6,287.79
11.23,6.78,11.45,1.94,51.71,15,33.88,4.4,50.88,299.76
11.5,7.06,12.96,1.91,52.63,15.03,42.62,3.8,44.96,292.03
11.64,6.56,13.5,1.94,51.9,16.08,38.16,4,50.78,271.64
11.46,6.62,13.71,1.92,52.41,15.75,38.34,4.4,49.84,298.62
11.66,6.92,11.67,2.06,50.8,15.46,34.4,3.9,47,278.67
11.97,6.19,15.12,1.8,51.49,15.7,41.76,4.4,49.26,281.01
11.43,6.95,13.26,1.83,51.92,16.84,39.44,4.1,55.28,282.3
11.8,6.6,13.37,1.82,51.29,16.1,39.72,4.3,51.26,275.81
11.47,6.09,11.4,1.85,49.89,15.39,36.92,4.4,53.42,277.25
11.38,7.09,13.52,1.91,53.16,15.19,37.54,3.62,56.78,303.7
11.44,6.75,11.77,1.89,51.29,15.59,31.44,4.2,53.54,271.62
11.56,6.5,12.3,1.89,52.64,15.45,37.7,4.3,51.66,277.06
11.67,6.45,13.78,1.87,51.57,14.94,33.04,4.1,52.38,278.95
11.1,6.84,11.7,1.85,50.99,15.5,35,4.1,53.56,292.92
11.46,7.11,12.38,2.06,51.96,16.18,31.7,4.7,40.2,294.4
11.51,6.76,11.78,1.92,50.32,16.75,36.74,3.8,50.7,256.28
11.66,6.84,12.53,1.88,51.25,15.25,32.48,3.9,47.7,260.21
11.2,6.97,10.99,1.85,50.17,15.65,33.12,4.1,50.86,279.48
11.58,6.61,14.02,1.89,52.43,15.25,43.88,3.8,49.36,298.21
11.8,6.65,11.79,1.97,52.95,16.04,35.46,4.25,55.06,270.63
11.67,6.92,11.68,1.95,51.57,15.59,32.88,4.3,41.02,260.5
11.63,6.85,11.25,1.97,51.16,15.87,35.8,4.2,43.1,264.65
10.86,6.99,9.9,1.94,49,15.06,32.44,3.4,54.6,292.27
11.64,6.65,12.9,1.83,51.23,16.5,40.72,4.3,48.72,275.26
11.47,6.7,14.25,1.95,53.9,16.92,44.34,4.1,50.2,294.14
11.57,6.56,11.92,1.97,52.35,15.55,35.26,4.2,55.26,287.34
11.83,6.55,12.4,1.83,51.55,16.2,35.56,4.5,59.14,281.79
12.22,6.39,13.68,1.76,50.2,16.17,43.34,3.9,54.38,265.02
11.49,6.66,11.44,1.9,51.97,15.9,34.96,4.5,51.96,281.88
11.21,6.53,12.08,1.8,51.81,15.59,40.34,4.1,50.98,283.48
11.55,6.27,12.31,1.95,51.69,15.16,34.64,4.3,44.16,270.3
11.03,6.61,10.47,2,50.47,14.99,35.92,3.8,45.38,287
